MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:3609260	Chrna10	cholinergic receptor, nicotinic, alpha polypeptide 10	7		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:87890	Chrnb1	cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)	11		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:87890	Chrnb1	cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)	11		regulation of membrane potential			IGI	MGI:87893 MGI:87895 	J:35334 	
MGI:87890	Chrnb1	cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)	11		regulation of membrane potential			IGI	MGI:87885 MGI:87893 MGI:87894 MGI:87895 	J:19812 	
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		action potential	happens in superior cervical ganglion,regulates a function/process that happens in neuron		IGI	MGI:87892 	J:73590 	
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		action potential	happens in raphe magnus nucleus,regulates a function/process that happens in serotonergic neuron|happens in thalamus,regulates a function/process that happens in CNS neuron (sensu Vertebrata)		IMP	MGI:1926253 	J:54505 	
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		membrane depolarization	happens in midbrain,happens in dopaminergic neuron|happens in midbrain,happens in GABAergic neuron		IMP	MGI:1926253 	J:109365 	
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		negative regulation of action potential	regulates a function/process that happens in lateral geniculate nucleus,regulates a function/process that happens in neuron		IMP	MGI:1926253 	J:109772 	
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		regulation of membrane potential			IGI	MGI:87888 	J:94804 J:99085 	
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		regulation of membrane potential	happens in superior cervical ganglion,has the participant neuron		IGI	MGI:87892 	J:73590 	
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		regulation of membrane potential	happens in substantia nigra pars compacta,has the participant CNS neuron (sensu Vertebrata)|happens in ventral tegmental nucleus,has the participant CNS neuron (sensu Vertebrata)		IMP	MGI:1926253 	J:45151 	
MGI:106212	Chrnb3	cholinergic receptor, nicotinic, beta polypeptide 3	8		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:87892	Chrnb4	cholinergic receptor, nicotinic, beta polypeptide 4	9		action potential	happens in superior cervical ganglion,regulates a function/process that happens in neuron		IGI	MGI:87891 	J:73590 	
MGI:87892	Chrnb4	cholinergic receptor, nicotinic, beta polypeptide 4	9		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:87892	Chrnb4	cholinergic receptor, nicotinic, beta polypeptide 4	9		regulation of membrane potential	happens in superior cervical ganglion,has the participant neuron		IGI	MGI:87891 	J:73590 	
MGI:87893	Chrnd	cholinergic receptor, nicotinic, delta polypeptide	1		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:87893	Chrnd	cholinergic receptor, nicotinic, delta polypeptide	1		regulation of membrane potential			IGI	MGI:87890 MGI:87895 	J:35334 	
MGI:87893	Chrnd	cholinergic receptor, nicotinic, delta polypeptide	1		regulation of membrane potential			IGI	MGI:87885 MGI:87890 MGI:87894 MGI:87895 	J:19812 	
MGI:87894	Chrne	cholinergic receptor, nicotinic, epsilon polypeptide	11		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:87894	Chrne	cholinergic receptor, nicotinic, epsilon polypeptide	11		regulation of membrane potential			IGI	MGI:87885 MGI:87890 MGI:87893 	J:19812 	
MGI:87895	Chrng	cholinergic receptor, nicotinic, gamma polypeptide	1		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:87895	Chrng	cholinergic receptor, nicotinic, gamma polypeptide	1		regulation of membrane potential			IGI	MGI:87885 MGI:87890 MGI:87893 	J:19812 	
MGI:87895	Chrng	cholinergic receptor, nicotinic, gamma polypeptide	1		regulation of membrane potential			IGI	MGI:87890 MGI:87893 	J:35334 	
MGI:1923036	Ckap5	cytoskeleton associated protein 5	2		excitatory postsynaptic potential	happens in hippocampus CA1		IMP	MGI:2177650 MGI:5570192 	J:205779 	
MGI:88417	Clcn1	chloride channel, voltage-sensitive 1	6		neuronal action potential propagation			IMP	MGI:1856316 	J:25830 	
MGI:3033992	Cldn19	claudin 19	4		neuronal action potential propagation			IMP	MGI:3583804 	J:99659 	
MGI:2148924	Clic1	chloride intracellular channel 1	17		regulation of mitochondrial membrane potential			IDA		J:154870 	
MGI:2148924	Clic1	chloride intracellular channel 1	17		regulation of mitochondrial membrane potential			IMP		J:154870 	
MGI:107537	Cln3	ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)	7		action potential	happens in optic nerve		IMP	MGI:1933976 	J:111204 	
MGI:88436	Cnga1	cyclic nucleotide gated channel alpha 1	5		membrane depolarization			ISO	RGD:621815 	J:155856 	
MGI:108040	Cnga2	cyclic nucleotide gated channel alpha 2	X		membrane depolarization			ISO	RGD:2367 	J:155856 	
MGI:1277225	Cnih2	cornichon family AMPA receptor auxiliary protein 2	19		regulation of membrane potential			ISO	Q5BJU5 	J:73065 	
MGI:1920228	Cnih3	cornichon family AMPA receptor auxiliary protein 3	1		regulation of membrane potential			ISO	D0Q0Y7 	J:73065 	
MGI:104615	Cnr1	cannabinoid receptor 1 (brain)	4		negative regulation of action potential			ISO	RGD:2369 	J:155856 	
MGI:104650	Cnr2	cannabinoid receptor 2 (macrophage)	4		negative regulation of action potential			ISO	RGD:619713 	J:155856 	
MGI:88439	Cntf	ciliary neurotrophic factor	19		membrane hyperpolarization			ISO	RGD:2370 	J:155856 	
MGI:88439	Cntf	ciliary neurotrophic factor	19		regulation of resting membrane potential			ISO	RGD:2370 	J:155856 	
MGI:1858201	Cntnap1	contactin associated protein-like 1	11		neuronal action potential propagation	happens in sciatic nerve		IMP		J:165697 	
MGI:2142523	Crtc1	CREB regulated transcription coactivator 1	8		negative regulation of membrane hyperpolarization	happens in hippocampal neuron,happens in dentate gyrus		IDA		J:193188 	
MGI:2661445	Ctnna3	catenin (cadherin associated protein), alpha 3	10		regulation of ventricular cardiac muscle cell action potential			ISO	Q9UI47 	J:164563 	
MGI:1932872	Ctns	cystinosis, nephropathic	11		positive regulation of mitochondrial membrane potential			ISO	RGD:1308466 	J:155856 	
MGI:107321	Cux2	cut-like homeobox 2	5		positive regulation of excitatory postsynaptic potential	happens in cortical layer II|happens in cortical layer III		IMP		J:165046 	
MGI:1097153	Cx3cl1	chemokine (C-X3-C motif) ligand 1	8		inhibitory postsynaptic potential			ISO	RGD:620458 	J:155856 	
MGI:1201679	Cxadr	coxsackie virus and adenovirus receptor	16		regulation of AV node cell action potential			IMP		J:140870 	
MGI:1931838	Dbn1	drebrin 1	13		modulation of inhibitory postsynaptic potential			ISO	RGD:70885 	J:155856 	
MGI:1931838	Dbn1	drebrin 1	13		positive regulation of excitatory postsynaptic potential			ISO	RGD:70885 	J:155856 	
MGI:2652818	Dcdc2a	doublecortin domain containing 2a	13		neuronal action potential	happens in pyramidal neuron,happens in neocortex		IMP	MGI:5288003 	J:245829 	
MGI:94872	Dcn	decorin	10		positive regulation of mitochondrial depolarization			ISO	P07585 	J:73065 	
MGI:2443430	Dgki	diacylglycerol kinase, iota	6		excitatory postsynaptic potential			IMP	MGI:3584141 	J:168713 	
MGI:107450	Dld	dihydrolipoamide dehydrogenase	12		regulation of membrane potential			IMP	MGI:2182403 	J:107994 	
MGI:107231	Dlg1	discs large MAGUK scaffold protein 1	16		regulation of membrane potential			IGI	MGI:107570 MGI:96662 	J:95586 	
MGI:107231	Dlg1	discs large MAGUK scaffold protein 1	16		regulation of membrane potential			ISO	Q12959 	J:164563 	
MGI:107231	Dlg1	discs large MAGUK scaffold protein 1	16		regulation of ventricular cardiac muscle cell action potential			IMP		J:237676 	
MGI:107231	Dlg1	discs large MAGUK scaffold protein 1	16		regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization			IMP		J:237676 	
MGI:1277959	Dlg4	discs large MAGUK scaffold protein 4	11		positive regulation of excitatory postsynaptic potential			ISO	RGD:68424 	J:155856 	
MGI:94909	Dmd	dystrophin, muscular dystrophy	X		cardiac muscle cell action potential			IMP		J:156537 J:196253 	
MGI:94909	Dmd	dystrophin, muscular dystrophy	X		regulation of membrane potential	regulates a function/process that happens in skeletal muscle fiber		IMP	MGI:1856328 	J:105953 	
MGI:94906	Dmpk	dystrophia myotonica-protein kinase	7		regulation of excitatory postsynaptic membrane potential involved in skeletal muscle contraction	regulates a function/process that happens in skeletal musculature,regulates a function/process that happens in cell of skeletal muscle		IMP	MGI:2182402 	J:124462 	
MGI:94921	Dpp6	dipeptidylpeptidase 6	5		neuronal action potential	happens in cerebellar granule cell		IMP		J:161513 	
MGI:94921	Dpp6	dipeptidylpeptidase 6	5		regulation of membrane potential	has the participant cerebellar granule cell		IMP		J:161513 	
MGI:94921	Dpp6	dipeptidylpeptidase 6	5		regulation of membrane potential	regulates a function/process that happens in hippocampus CA1,regulates a function/process that happens in CNS neuron (sensu Vertebrata),happens in CNS neuron (sensu Vertebrata),happens in hippocampus CA1		IMP	MGI:5302080 	J:178547 	
MGI:99578	Drd1	dopamine receptor D1	13		neuronal action potential			IMP	MGI:2159306 	J:112916 	
MGI:99578	Drd1	dopamine receptor D1	13		positive regulation of membrane potential			ISO	RGD:2518 	J:155856 	
MGI:94926	Drd4	dopamine receptor D4	7		inhibitory postsynaptic potential	happens in frontal cortex,happens in pyramidal neuron		IMP	MGI:2178631 	J:69457 	
MGI:94926	Drd4	dopamine receptor D4	7		inhibitory postsynaptic potential	happens in globus pallidus,happens in GABAergic neuron		IMP	MGI:3576789 	J:97412 	
MGI:94926	Drd4	dopamine receptor D4	7		positive regulation of excitatory postsynaptic potential			ISO	RGD:2522 	J:155856 	
MGI:103221	Dsc2	desmocollin 2	18		regulation of ventricular cardiac muscle cell action potential			ISO	Q02487 	J:164563 	
MGI:1196466	Dsg2	desmoglein 2	18		regulation of ventricular cardiac muscle cell action potential			ISO	Q14126 	J:164563 	
MGI:109611	Dsp	desmoplakin	13		regulation of ventricular cardiac muscle cell action potential			ISO	P15924 	J:164563 	
MGI:94941	Dvl1	dishevelled segment polarity protein 1	4		positive regulation of excitatory postsynaptic potential			ISO	RGD:620632 	J:155856 	
MGI:95283	Edn1	endothelin 1	13		membrane depolarization			ISO	RGD:2532 	J:155856 	
MGI:1928900	Ehd3	EH-domain containing 3	17		regulation of cardiac muscle cell membrane potential	regulates a function/process that happens in heart,regulates a function/process that happens in cardiac muscle cell		IMP		J:175049 	
MGI:1928900	Ehd3	EH-domain containing 3	17		regulation of cardiac muscle cell membrane potential			ISO	Q9NZN3 	J:73065 	
MGI:1923731	Eif4a3	eukaryotic translation initiation factor 4A3	11		negative regulation of excitatory postsynaptic potential			ISO	RGD:1591139 	J:155856 	
MGI:2685324	Ffar3	free fatty acid receptor 3	7		positive regulation of action potential	regulates a function/process that happens in sympathetic neuron,happens in sympathetic neuron		IMP	MGI:5013799 	J:172798 	
MGI:109183	Fgf12	fibroblast growth factor 12	16		regulation of membrane depolarization			ISO	RGD:620163 	J:155856 	
MGI:109183	Fgf12	fibroblast growth factor 12	16		regulation of neuronal action potential			ISO	P61328 	J:164563 	
MGI:109178	Fgf13	fibroblast growth factor 13	X		regulation of cardiac muscle cell action potential involved in regulation of contraction	happens in regular ventricular cardiac myocyte		IMP		J:187546 	
MGI:109189	Fgf14	fibroblast growth factor 14	14		regulation of postsynaptic membrane potential			ISO	Q8R5L7 	J:73065 	
MGI:1298387	Fhl1	four and a half LIM domains 1	X		regulation of membrane depolarization			ISO	Q13642 	J:164563 	
MGI:1336205	Fkbp1b	FK506 binding protein 1b	12		neuronal action potential propagation			IMP	MGI:2182644 	J:86699 	
MGI:95556	Flna	filamin, alpha	X		regulation of membrane repolarization during atrial cardiac muscle cell action potential			IC	GO:1905031 	J:212181 	
MGI:95556	Flna	filamin, alpha	X		regulation of membrane repolarization during cardiac muscle cell action potential	happens in fetal cardiomyocyte		IMP		J:212181 	
MGI:95564	Fmr1	FMRP translational regulator 1	X		regulation of neuronal action potential			ISO	Q06787 	J:164563 	
MGI:1914004	Foxp1	forkhead box P1	6		regulation of action potential	happens in medium spiny neuron,happens in corpus striatum		IMP	MGI:3711150 	J:226616 	
MGI:1889273	Fxyd1	FXYD domain-containing ion transport regulator 1	7		regulation of cardiac muscle cell membrane potential			IMP		J:212806 	
MGI:95613	Gabra1	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1	11		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95613	Gabra1	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1	11		regulation of postsynaptic membrane potential			IBA	PTN000436343 	J:265628 	
MGI:95613	Gabra1	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1	11		regulation of postsynaptic membrane potential	happens in inhibitory synapse,happens in hippocampal neuron		IMP		J:238453 	
MGI:95614	Gabra2	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2	5		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95614	Gabra2	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2	5		regulation of postsynaptic membrane potential			IBA	PTN000436343 	J:265628 	
MGI:95615	Gabra3	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3	X		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95615	Gabra3	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3	X		regulation of postsynaptic membrane potential			IBA	PTN000436343 	J:265628 	
MGI:95616	Gabra4	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4	5		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95616	Gabra4	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4	5		regulation of postsynaptic membrane potential			IBA	PTN000436343 	J:265628 	
MGI:95617	Gabra5	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5	7		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95617	Gabra5	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5	7		regulation of postsynaptic membrane potential			IBA	PTN000436343 	J:265628 	
MGI:95618	Gabra6	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 6	11		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95618	Gabra6	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 6	11		regulation of postsynaptic membrane potential			IBA	PTN000436343 	J:265628 	
MGI:95619	Gabrb1	gamma-aminobutyric acid (GABA) A receptor, subunit beta 1	5		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95620	Gabrb2	gamma-aminobutyric acid (GABA) A receptor, subunit beta 2	11		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95621	Gabrb3	gamma-aminobutyric acid (GABA) A receptor, subunit beta 3	7		inhibitory postsynaptic potential			IMP		J:219086 	
MGI:95621	Gabrb3	gamma-aminobutyric acid (GABA) A receptor, subunit beta 3	7		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95622	Gabrd	gamma-aminobutyric acid (GABA) A receptor, subunit delta	4		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:1330235	Gabre	gamma-aminobutyric acid (GABA) A receptor, subunit epsilon	X		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:1330235	Gabre	gamma-aminobutyric acid (GABA) A receptor, subunit epsilon	X		regulation of postsynaptic membrane potential			IBA	PTN000436343 	J:265628 	
MGI:103156	Gabrg1	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1	5		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:103156	Gabrg1	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1	5		regulation of postsynaptic membrane potential			IBA	PTN000436343 	J:265628 	
MGI:95623	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	11		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95623	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2	11		regulation of postsynaptic membrane potential			IBA	PTN000436343 	J:265628 	
MGI:95624	Gabrg3	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3	7		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95624	Gabrg3	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3	7		regulation of postsynaptic membrane potential			IBA	PTN000436343 	J:265628 	
MGI:2387597	Gabrp	gamma-aminobutyric acid (GABA) A receptor, pi	11		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:1888498	Gabrq	gamma-aminobutyric acid (GABA) A receptor, subunit theta	X		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95625	Gabrr1	gamma-aminobutyric acid (GABA) C receptor, subunit rho 1	4		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95626	Gabrr2	gamma-aminobutyric acid (GABA) C receptor, subunit rho 2	4		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:3588203	Gabrr3	gamma-aminobutyric acid (GABA) receptor, rho 3	16		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95665	Gba	glucosidase, beta, acid	3		positive regulation of neuronal action potential			ISO	P04062 	J:164563 	
MGI:104990	Gclc	glutamate-cysteine ligase, catalytic subunit	9		regulation of mitochondrial depolarization			IGI	MGI:104995 	J:91536 	
MGI:104995	Gclm	glutamate-cysteine ligase, modifier subunit	3		regulation of mitochondrial depolarization			IGI	MGI:104990 	J:91536 	
MGI:1930008	Ghrl	ghrelin	6		excitatory postsynaptic potential	happens in hippocampus CA1,regulates a function/process that happens in CNS neuron (sensu Vertebrata)		IMP	MGI:3045041 	J:107095 	
MGI:95713	Gja1	gap junction protein, alpha 1	10		regulation of atrial cardiac muscle cell membrane depolarization			IMP	MGI:1857177 	J:110256 	
MGI:95713	Gja1	gap junction protein, alpha 1	10		regulation of ventricular cardiac muscle cell membrane depolarization			IGI	MGI:95716 	J:110256 	
MGI:95713	Gja1	gap junction protein, alpha 1	10		regulation of ventricular cardiac muscle cell membrane depolarization			IMP	MGI:1857177 	J:39599 J:110256 	
MGI:95713	Gja1	gap junction protein, alpha 1	10		regulation of ventricular cardiac muscle cell membrane repolarization			IGI	MGI:95716 	J:110256 	
MGI:95713	Gja1	gap junction protein, alpha 1	10		regulation of ventricular cardiac muscle cell membrane repolarization			IMP	MGI:1857177 	J:110256 	
MGI:95716	Gja5	gap junction protein, alpha 5	3		regulation of atrial cardiac muscle cell action potential			ISO	P36382 	J:164563 	
MGI:95716	Gja5	gap junction protein, alpha 5	3		regulation of atrial cardiac muscle cell membrane depolarization			IMP	MGI:2445238 	J:46429 J:110256 J:117425 	
MGI:95716	Gja5	gap junction protein, alpha 5	3		regulation of atrial cardiac muscle cell membrane depolarization			ISO	P36382 	J:164563 	
MGI:95716	Gja5	gap junction protein, alpha 5	3		regulation of AV node cell action potential			IMP		J:117425 	
MGI:95716	Gja5	gap junction protein, alpha 5	3		regulation of AV node cell action potential			ISO	P36382 	J:164563 	
MGI:95716	Gja5	gap junction protein, alpha 5	3		regulation of bundle of His cell action potential			IMP		J:117425 	
MGI:95716	Gja5	gap junction protein, alpha 5	3		regulation of bundle of His cell action potential			ISO	P36382 	J:164563 	
MGI:95716	Gja5	gap junction protein, alpha 5	3		regulation of membrane depolarization during cardiac muscle cell action potential			IMP	MGI:2445238 	J:46429 	
MGI:95716	Gja5	gap junction protein, alpha 5	3		regulation of Purkinje myocyte action potential			ISO	P36382 	J:164563 	
MGI:95716	Gja5	gap junction protein, alpha 5	3		regulation of ventricular cardiac muscle cell membrane depolarization			IGI	MGI:95713 	J:110256 	
MGI:95716	Gja5	gap junction protein, alpha 5	3		regulation of ventricular cardiac muscle cell membrane depolarization			IMP	MGI:2445238 	J:46429 J:117425 	
MGI:95716	Gja5	gap junction protein, alpha 5	3		regulation of ventricular cardiac muscle cell membrane repolarization			IGI	MGI:95713 	J:110256 	
MGI:95716	Gja5	gap junction protein, alpha 5	3		regulation of ventricular cardiac muscle cell membrane repolarization			IMP	MGI:2445238 	J:110256 	
MGI:95716	Gja5	gap junction protein, alpha 5	3		SA node cell action potential			IMP	MGI:2445466 	J:113087 	
MGI:95716	Gja5	gap junction protein, alpha 5	3		ventricular cardiac muscle cell action potential			IMP	MGI:2445238 	J:46429 	
MGI:1334209	Gjd2	gap junction protein, delta 2	2		action potential	happens in retina,regulates a function/process that happens in retinal ganglion cell		IMP	MGI:2388383 	J:95818 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		action potential	happens in pre-botzinger complex,regulates a function/process that happens in neuron		IMP	MGI:1856177 	J:107942 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		action potential	happens in pre-botzinger complex,regulates a function/process that happens in CNS neuron (sensu Vertebrata)		IMP	MGI:1856362 	J:111542 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		inhibitory postsynaptic potential			IMP		J:228551 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		inhibitory postsynaptic potential	happens in spinal cord,happens in CNS neuron (sensu Vertebrata)		IMP	MGI:3696673 	J:117236 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		regulation of membrane potential			IDA		J:20373 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		regulation of membrane potential	happens in hypoglossal nucleus,has the participant neuron		IMP	MGI:1856177 MGI:1856362 	J:108318 	
MGI:95747	Glra1	glycine receptor, alpha 1 subunit	11		regulation of membrane potential			ISO	P23415 	J:73065 	
MGI:95748	Glra2	glycine receptor, alpha 2 subunit	X		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95749	Glra3	glycine receptor, alpha 3 subunit	8		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95750	Glra4	glycine receptor, alpha 4 subunit	X		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95751	Glrb	glycine receptor, beta subunit	3		regulation of membrane potential			IBA	PTN000434994 	J:265628 	
MGI:95751	Glrb	glycine receptor, beta subunit	3		regulation of membrane potential	happens in hypoglossal nucleus,has the participant neuron		IMP	MGI:1856363 	J:108318 	
MGI:2135625	Glrx	glutaredoxin	13		positive regulation of membrane potential			ISO	P35754 	J:164563 	
MGI:95766	Gna11	guanine nucleotide binding protein, alpha 11	10		action potential			IBA	PTN000026397 	J:265628 	
MGI:95766	Gna11	guanine nucleotide binding protein, alpha 11	10		action potential			IDA		J:62286 	
MGI:95769	Gna14	guanine nucleotide binding protein, alpha 14	19		action potential			IBA	PTN000026397 	J:265628 	
MGI:95770	Gna15	guanine nucleotide binding protein, alpha 15	10		action potential			IBA	PTN000026397 	J:265628 	
MGI:95776	Gnaq	guanine nucleotide binding protein, alpha q polypeptide	19		action potential			IBA	PTN002566458 	J:265628 	
MGI:95776	Gnaq	guanine nucleotide binding protein, alpha q polypeptide	19		action potential			IMP	MGI:2151661 	J:62286 	
MGI:95791	Got1	glutamic-oxaloacetic transaminase 1, soluble	19		negative regulation of mitochondrial depolarization			ISO	RGD:2721 	J:155856 	
MGI:1289257	Gpd1l	glycerol-3-phosphate dehydrogenase 1-like	9		regulation of ventricular cardiac muscle cell membrane depolarization			ISO	Q8N335 	J:164563 	
MGI:1289257	Gpd1l	glycerol-3-phosphate dehydrogenase 1-like	9		ventricular cardiac muscle cell action potential			ISO	Q8N335 	J:164563 	
MGI:1929509	Gpr35	G protein-coupled receptor 35	1		negative regulation of neuronal action potential			ISO	RGD:1309404 	J:155856 	
MGI:1918361	Gpr39	G protein-coupled receptor 39	1		regulation of membrane potential	happens in small intestine,has the participant fibroblast		IGI	MGI:2142149 	J:192254 	
MGI:1918361	Gpr39	G protein-coupled receptor 39	1		regulation of membrane potential	happens in small intestine,has the participant fibroblast		IMP	MGI:3701833 	J:192254 	
MGI:1927653	Gpr88	G-protein coupled receptor 88	3		neuronal action potential	happens in dorsal striatum,happens in medium spiny neuron		IMP	MGI:4947986 	J:193543 	
MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	11		neuronal action potential			ISO	RGD:621531 	J:155856 	
MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	11		positive regulation of membrane potential			ISO	RGD:621531 	J:155856 	
MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	11		regulation of postsynaptic membrane potential	happens in excitatory synapse,happens in hippocampal neuron,happens in hippocampus CA1		IMP		J:76021 	
MGI:95813	Grid2	glutamate receptor, ionotropic, delta 2	6		excitatory postsynaptic potential	happens in cerebellum Purkinje cell layer,regulates a function/process that happens in Purkinje cell		IMP	MGI:2178052 	J:24477 	
MGI:95814	Grik1	glutamate receptor, ionotropic, kainate 1	16		excitatory postsynaptic potential	happens in accumbens nucleus,regulates a function/process that happens in CNS neuron (sensu Vertebrata)		IGI	MGI:95815 	J:97340 	
MGI:95814	Grik1	glutamate receptor, ionotropic, kainate 1	16		excitatory postsynaptic potential	happens in cerebellum,regulates a function/process that happens in Purkinje cell		IMP	MGI:2176347 	J:87447 	
MGI:95814	Grik1	glutamate receptor, ionotropic, kainate 1	16		excitatory postsynaptic potential	happens in hippocampus CA3,regulates a function/process that happens in surface ectodermal cell		IMP	MGI:2176347 	J:111580 	
MGI:95814	Grik1	glutamate receptor, ionotropic, kainate 1	16		excitatory postsynaptic potential	happens in substantia gelatinosa,regulates a function/process that happens in surface ectodermal cell		IMP	MGI:2176347 	J:105519 	
MGI:95814	Grik1	glutamate receptor, ionotropic, kainate 1	16		inhibitory postsynaptic potential	happens in hippocampus CA1,happens in pyramidal neuron		IGI	MGI:95815 	J:66021 	
MGI:95814	Grik1	glutamate receptor, ionotropic, kainate 1	16		inhibitory postsynaptic potential	happens in dorsal root ganglion,happens in neuron		IMP	MGI:2176347 	J:79143 	
MGI:95814	Grik1	glutamate receptor, ionotropic, kainate 1	16		membrane depolarization	happens in amygdala,happens in GABAergic neuron		IMP	MGI:2176347 	J:129352 	
MGI:95814	Grik1	glutamate receptor, ionotropic, kainate 1	16		regulation of membrane potential	happens in hippocampus,has the participant CNS neuron (sensu Vertebrata)		IDA		J:123244 	
MGI:95814	Grik1	glutamate receptor, ionotropic, kainate 1	16		regulation of membrane potential	happens in hippocampus CA3		IMP		J:107790 	
MGI:95814	Grik1	glutamate receptor, ionotropic, kainate 1	16		regulation of membrane potential	happens in dorsal root ganglion,has the participant neuron		IMP	MGI:2176347 	J:79143 	
MGI:95814	Grik1	glutamate receptor, ionotropic, kainate 1	16		regulation of membrane potential	happens in hippocampus CA3,has the participant interneuron		IMP	MGI:2176347 	J:96594 	
MGI:95814	Grik1	glutamate receptor, ionotropic, kainate 1	16		regulation of membrane potential	happens in dorsal root ganglion,has the participant neuron		IMP	MGI:3623113 	J:57983 	
MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2)	10		excitatory postsynaptic potential	happens in hippocampus CA3,regulates a function/process that happens in pyramidal neuron	PR:P39087-2	IGI	MGI:107164 	J:120963 	
